dataset,algorithm,k,m,alpha,sim_top_100,sim_top_1000,sim_top_10000,sim_all
weighted_5000_01,NodeSketch,2,128,0.3,0.02,0.007,0.0101,0.0106
weighted_5000_01,NodeSketch,2,256,0.3,0.0,0.008,0.011,0.0105
wiki,NodeSketch,2,8,0.3,0.18,0.049,0.0268,0.0161
wiki,NodeSketch,2,16,0.3,0.17,0.07,0.0529,0.0356
wiki,NodeSketch,2,32,0.3,0.14,0.082,0.0414,0.0275
wiki,NodeSketch,2,64,0.3,0.11,0.045,0.0216,0.0167
wiki,NodeSketch,2,128,0.3,0.09,0.035,0.0195,0.0151
wiki,NodeSketch,2,256,0.3,0.15,0.058,0.0231,0.0146
Homo_sapiens,EdgeSketch,2,8,0.3,1.0,1.0,0.3664,0.0993
Homo_sapiens,EdgeSketch,2,16,0.3,1.0,1.0,0.6665,0.1783
Homo_sapiens,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.2972
Homo_sapiens,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.4548
Homo_sapiens,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6268
Homo_sapiens,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.7795
baralb_10000_16,EdgeSketch,2,8,0.3,1.0,1.0,0.9999,0.0962
baralb_10000_16,EdgeSketch,2,16,0.3,1.0,1.0,0.9998,0.18
baralb_10000_16,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.3161
baralb_10000_16,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.4936
baralb_10000_16,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6693
baralb_10000_16,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8096
baralb_10000_2,EdgeSketch,2,8,0.3,1.0,1.0,0.8558,0.4282
baralb_10000_2,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.6059
baralb_10000_2,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.7542
baralb_10000_2,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.859
baralb_10000_2,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9224
baralb_10000_2,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9606
baralb_10000_8,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.1723
baralb_10000_8,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.305
baralb_10000_8,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.481
baralb_10000_8,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.6556
baralb_10000_8,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.7981
baralb_10000_8,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8932
baralb_1000_16,EdgeSketch,2,8,0.3,1.0,1.0,0.1763,0.1208
baralb_1000_16,EdgeSketch,2,16,0.3,1.0,1.0,0.3069,0.202
baralb_1000_16,EdgeSketch,2,32,0.3,1.0,1.0,0.5274,0.342
baralb_1000_16,EdgeSketch,2,64,0.3,1.0,1.0,0.8209,0.5267
baralb_1000_16,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.7058
baralb_1000_16,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8449
baralb_1000_2,EdgeSketch,2,8,0.3,1.0,0.859,0.0859,0.4301
baralb_1000_2,EdgeSketch,2,16,0.3,1.0,1.0,0.122,0.6109
baralb_1000_2,EdgeSketch,2,32,0.3,1.0,1.0,0.1523,0.7626
baralb_1000_2,EdgeSketch,2,64,0.3,1.0,1.0,0.1729,0.8658
baralb_1000_2,EdgeSketch,2,128,0.3,1.0,1.0,0.1853,0.9279
baralb_1000_2,EdgeSketch,2,256,0.3,1.0,1.0,0.1938,0.9705
baralb_1000_8,EdgeSketch,2,8,0.3,1.0,1.0,0.1487,0.1872
baralb_1000_8,EdgeSketch,2,16,0.3,1.0,1.0,0.251,0.316
baralb_1000_8,EdgeSketch,2,32,0.3,1.0,1.0,0.394,0.496
baralb_1000_8,EdgeSketch,2,64,0.3,1.0,1.0,0.5418,0.682
baralb_1000_8,EdgeSketch,2,128,0.3,1.0,1.0,0.6577,0.8279
baralb_1000_8,EdgeSketch,2,256,0.3,1.0,1.0,0.7289,0.9175
baralb_2500_16,EdgeSketch,2,8,0.3,1.0,1.0,0.3894,0.1082
baralb_2500_16,EdgeSketch,2,16,0.3,1.0,1.0,0.7367,0.1948
baralb_2500_16,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.3311
baralb_2500_16,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.5103
baralb_2500_16,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6933
baralb_2500_16,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8321
baralb_2500_2,EdgeSketch,2,8,0.3,1.0,1.0,0.2237,0.4477
baralb_2500_2,EdgeSketch,2,16,0.3,1.0,1.0,0.3081,0.6166
baralb_2500_2,EdgeSketch,2,32,0.3,1.0,1.0,0.3831,0.7667
baralb_2500_2,EdgeSketch,2,64,0.3,1.0,1.0,0.435,0.8705
baralb_2500_2,EdgeSketch,2,128,0.3,1.0,1.0,0.4673,0.9352
baralb_2500_2,EdgeSketch,2,256,0.3,1.0,1.0,0.4848,0.9702
baralb_2500_8,EdgeSketch,2,8,0.3,1.0,1.0,0.3478,0.1765
baralb_2500_8,EdgeSketch,2,16,0.3,1.0,1.0,0.6156,0.3105
baralb_2500_8,EdgeSketch,2,32,0.3,1.0,1.0,0.9703,0.4876
baralb_2500_8,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.6681
baralb_2500_8,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.8099
baralb_2500_8,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9061
baralb_5000_16,EdgeSketch,2,8,0.3,1.0,1.0,0.7523,0.0988
baralb_5000_16,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.1836
baralb_5000_16,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.321
baralb_5000_16,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.4986
baralb_5000_16,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6763
baralb_5000_16,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8157
baralb_5000_2,EdgeSketch,2,8,0.3,1.0,1.0,0.4289,0.429
baralb_5000_2,EdgeSketch,2,16,0.3,1.0,1.0,0.6107,0.6109
baralb_5000_2,EdgeSketch,2,32,0.3,1.0,1.0,0.7599,0.7601
baralb_5000_2,EdgeSketch,2,64,0.3,1.0,1.0,0.864,0.8643
baralb_5000_2,EdgeSketch,2,128,0.3,1.0,1.0,0.9329,0.9332
baralb_5000_2,EdgeSketch,2,256,0.3,1.0,1.0,0.9696,0.9699
baralb_5000_8,EdgeSketch,2,8,0.3,1.0,1.0,0.6907,0.1743
baralb_5000_8,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.3063
baralb_5000_8,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.4806
baralb_5000_8,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.6621
baralb_5000_8,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.8048
baralb_5000_8,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9
bin_10000_0005,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.4836
bin_10000_0005,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.6987
bin_10000_0005,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.8539
bin_10000_0005,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.9373
bin_10000_0005,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9748
bin_10000_0005,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9913
bin_10000_001,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.311
bin_10000_001,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.5154
bin_10000_001,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.7224
bin_10000_001,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.8657
bin_10000_001,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9427
bin_10000_001,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9776
bin_10000_005,EdgeSketch,2,8,0.3,1.0,1.0,0.9999,0.0801
bin_10000_005,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.1509
bin_10000_005,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.2789
bin_10000_005,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.4761
bin_10000_005,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6877
bin_10000_005,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8455
bin_10000_01,EdgeSketch,2,8,0.3,1.0,0.999,0.9999,0.0482
bin_10000_01,EdgeSketch,2,16,0.3,1.0,1.0,0.9999,0.0855
bin_10000_01,EdgeSketch,2,32,0.3,1.0,1.0,0.9999,0.1563
bin_10000_01,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.2852
bin_10000_01,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.4823
bin_10000_01,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.6928
bin_1000_0005,EdgeSketch,2,8,0.3,1.0,0.227,0.0227,0.8664
bin_1000_0005,EdgeSketch,2,16,0.3,1.0,0.251,0.0251,0.958
bin_1000_0005,EdgeSketch,2,32,0.3,1.0,0.256,0.0256,0.9771
bin_1000_0005,EdgeSketch,2,64,0.3,1.0,0.26,0.026,0.9924
bin_1000_0005,EdgeSketch,2,128,0.3,1.0,0.261,0.0261,0.9962
bin_1000_0005,EdgeSketch,2,256,0.3,1.0,0.262,0.0262,1.0
bin_1000_001,EdgeSketch,2,8,0.3,1.0,0.409,0.0409,0.802
bin_1000_001,EdgeSketch,2,16,0.3,1.0,0.476,0.0476,0.9333
bin_1000_001,EdgeSketch,2,32,0.3,1.0,0.497,0.0497,0.9745
bin_1000_001,EdgeSketch,2,64,0.3,1.0,0.503,0.0503,0.9863
bin_1000_001,EdgeSketch,2,128,0.3,1.0,0.51,0.051,1.0
bin_1000_001,EdgeSketch,2,256,0.3,1.0,0.51,0.051,1.0
bin_1000_005,EdgeSketch,2,8,0.3,1.0,1.0,0.1186,0.4841
bin_1000_005,EdgeSketch,2,16,0.3,1.0,1.0,0.1714,0.6996
bin_1000_005,EdgeSketch,2,32,0.3,1.0,1.0,0.2107,0.86
bin_1000_005,EdgeSketch,2,64,0.3,1.0,1.0,0.2316,0.9453
bin_1000_005,EdgeSketch,2,128,0.3,1.0,1.0,0.239,0.9755
bin_1000_005,EdgeSketch,2,256,0.3,1.0,1.0,0.2431,0.9922
bin_1000_01,EdgeSketch,2,8,0.3,1.0,1.0,0.161,0.3211
bin_1000_01,EdgeSketch,2,16,0.3,1.0,1.0,0.2599,0.5183
bin_1000_01,EdgeSketch,2,32,0.3,1.0,1.0,0.3602,0.7184
bin_1000_01,EdgeSketch,2,64,0.3,1.0,1.0,0.4334,0.8644
bin_1000_01,EdgeSketch,2,128,0.3,1.0,1.0,0.4721,0.9416
bin_1000_01,EdgeSketch,2,256,0.3,1.0,1.0,0.4896,0.9765
bin_2500_0005,EdgeSketch,2,8,0.3,1.0,1.0,0.12,0.7995
bin_2500_0005,EdgeSketch,2,16,0.3,1.0,1.0,0.137,0.9127
bin_2500_0005,EdgeSketch,2,32,0.3,1.0,1.0,0.1464,0.9753
bin_2500_0005,EdgeSketch,2,64,0.3,1.0,1.0,0.1489,0.992
bin_2500_0005,EdgeSketch,2,128,0.3,1.0,1.0,0.1497,0.9973
bin_2500_0005,EdgeSketch,2,256,0.3,1.0,1.0,0.15,0.9993
bin_2500_001,EdgeSketch,2,8,0.3,1.0,1.0,0.2023,0.653
bin_2500_001,EdgeSketch,2,16,0.3,1.0,1.0,0.2552,0.8238
bin_2500_001,EdgeSketch,2,32,0.3,1.0,1.0,0.2861,0.9235
bin_2500_001,EdgeSketch,2,64,0.3,1.0,1.0,0.3023,0.9758
bin_2500_001,EdgeSketch,2,128,0.3,1.0,1.0,0.3066,0.9897
bin_2500_001,EdgeSketch,2,256,0.3,1.0,1.0,0.3089,0.9971
bin_2500_005,EdgeSketch,2,8,0.3,1.0,1.0,0.4125,0.2641
bin_2500_005,EdgeSketch,2,16,0.3,1.0,1.0,0.6998,0.4464
bin_2500_005,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.662
bin_2500_005,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.8286
bin_2500_005,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9275
bin_2500_005,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9691
bin_2500_01,EdgeSketch,2,8,0.3,1.0,1.0,0.4594,0.153
bin_2500_01,EdgeSketch,2,16,0.3,1.0,1.0,0.851,0.2774
bin_2500_01,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.4689
bin_2500_01,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.6813
bin_2500_01,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.8411
bin_2500_01,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9304
bin_5000_0005,EdgeSketch,2,8,0.3,1.0,1.0,0.411,0.65
bin_5000_0005,EdgeSketch,2,16,0.3,1.0,1.0,0.5221,0.8257
bin_5000_0005,EdgeSketch,2,32,0.3,1.0,1.0,0.5877,0.9295
bin_5000_0005,EdgeSketch,2,64,0.3,1.0,1.0,0.6143,0.9715
bin_5000_0005,EdgeSketch,2,128,0.3,1.0,1.0,0.6265,0.9908
bin_5000_0005,EdgeSketch,2,256,0.3,1.0,1.0,0.6306,0.9973
bin_5000_001,EdgeSketch,2,8,0.3,1.0,1.0,0.6011,0.4766
bin_5000_001,EdgeSketch,2,16,0.3,1.0,1.0,0.8831,0.7003
bin_5000_001,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.848
bin_5000_001,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.9358
bin_5000_001,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9753
bin_5000_001,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9912
bin_5000_005,EdgeSketch,2,8,0.3,1.0,1.0,0.9026,0.1487
bin_5000_005,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.2748
bin_5000_005,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.4689
bin_5000_005,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.6807
bin_5000_005,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.8399
bin_5000_005,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9293
bin_5000_01,EdgeSketch,2,8,0.3,1.0,1.0,0.941,0.0832
bin_5000_01,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.1532
bin_5000_01,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.2805
bin_5000_01,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.4753
bin_5000_01,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6863
bin_5000_01,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8442
block_1000_2,EdgeSketch,2,8,0.3,1.0,1.0,0.4049,0.2594
block_1000_2,EdgeSketch,2,16,0.3,1.0,1.0,0.5503,0.2684
block_1000_2,EdgeSketch,2,32,0.3,1.0,1.0,0.8416,0.2863
block_1000_2,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.3216
block_1000_2,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.3899
block_1000_2,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.5092
block_1000_4,EdgeSketch,2,8,0.3,1.0,1.0,0.2938,0.1487
block_1000_4,EdgeSketch,2,16,0.3,1.0,1.0,0.4607,0.173
block_1000_4,EdgeSketch,2,32,0.3,1.0,1.0,0.7844,0.2188
block_1000_4,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.3073
block_1000_4,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.456
block_1000_4,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.6455
block_1000_8,EdgeSketch,2,8,0.3,1.0,1.0,0.2412,0.1161
block_1000_8,EdgeSketch,2,16,0.3,1.0,1.0,0.4152,0.1691
block_1000_8,EdgeSketch,2,32,0.3,1.0,1.0,0.736,0.2656
block_1000_8,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.4262
block_1000_8,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6302
block_1000_8,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8033
block_2500_2,EdgeSketch,2,8,0.3,1.0,1.0,0.6232,0.2542
block_2500_2,EdgeSketch,2,16,0.3,1.0,1.0,0.9992,0.2578
block_2500_2,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.265
block_2500_2,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.279
block_2500_2,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.3073
block_2500_2,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.3632
block_2500_4,EdgeSketch,2,8,0.3,1.0,1.0,0.5641,0.1356
block_2500_4,EdgeSketch,2,16,0.3,1.0,1.0,0.9886,0.1451
block_2500_4,EdgeSketch,2,32,0.3,1.0,1.0,0.9999,0.1642
block_2500_4,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.2013
block_2500_4,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.2744
block_2500_4,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.4046
block_2500_8,EdgeSketch,2,8,0.3,1.0,1.0,0.5269,0.086
block_2500_8,EdgeSketch,2,16,0.3,1.0,1.0,0.9739,0.1071
block_2500_8,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.1491
block_2500_8,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.2302
block_2500_8,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.3717
block_2500_8,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.569
block_5000_2,EdgeSketch,2,8,0.3,1.0,1.0,0.9995,0.2526
block_5000_2,EdgeSketch,2,16,0.3,1.0,1.0,0.9999,0.2544
block_5000_2,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.2579
block_5000_2,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.265
block_5000_2,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.2793
block_5000_2,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.3077
block_5000_4,EdgeSketch,2,8,0.3,1.0,1.0,0.9902,0.1305
block_5000_4,EdgeSketch,2,16,0.3,1.0,1.0,0.9998,0.1354
block_5000_4,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.145
block_5000_4,EdgeSketch,2,64,0.3,1.0,1.0,0.9999,0.1642
block_5000_4,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.2021
block_5000_4,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.2752
block_5000_8,EdgeSketch,2,8,0.3,1.0,0.999,0.9984,0.0746
block_5000_8,EdgeSketch,2,16,0.3,1.0,1.0,0.9997,0.0855
block_5000_8,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.1072
block_5000_8,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.1492
block_5000_8,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.2309
block_5000_8,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.3741
blogcatalog,EdgeSketch,2,8,0.3,1.0,1.0,0.6228,0.0298
blogcatalog,EdgeSketch,2,16,0.3,1.0,1.0,0.9998,0.0474
blogcatalog,EdgeSketch,2,32,0.3,1.0,1.0,0.9998,0.0805
blogcatalog,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.138
blogcatalog,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.2302
blogcatalog,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.3609
dblp,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.3839
dblp,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.5737
dblp,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.7481
dblp,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.87
dblp,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9421
dblp,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9757
weighted_10000_0005,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.4908
weighted_10000_0005,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.663
weighted_10000_0005,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.7899
weighted_10000_0005,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.8717
weighted_10000_0005,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9252
weighted_10000_0005,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9583
weighted_10000_001,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.3169
weighted_10000_001,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.4964
weighted_10000_001,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.6678
weighted_10000_001,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.7965
weighted_10000_001,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.8768
weighted_10000_001,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9287
weighted_10000_005,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.0811
weighted_10000_005,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.151
weighted_10000_005,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.2736
weighted_10000_005,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.4478
weighted_10000_005,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.6299
weighted_10000_005,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.771
weighted_10000_01,EdgeSketch,2,8,0.3,1.0,1.0,1.0,0.0487
weighted_10000_01,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.0858
weighted_10000_01,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.1558
weighted_10000_01,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.279
weighted_10000_01,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.4532
weighted_10000_01,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.6331
weighted_1000_0005,EdgeSketch,2,8,0.3,1.0,0.215,0.0215,0.911
weighted_1000_0005,EdgeSketch,2,16,0.3,1.0,0.232,0.0232,0.9831
weighted_1000_0005,EdgeSketch,2,32,0.3,1.0,0.233,0.0233,0.9873
weighted_1000_0005,EdgeSketch,2,64,0.3,1.0,0.234,0.0234,0.9915
weighted_1000_0005,EdgeSketch,2,128,0.3,1.0,0.236,0.0236,1.0
weighted_1000_0005,EdgeSketch,2,256,0.3,1.0,0.236,0.0236,1.0
weighted_1000_001,EdgeSketch,2,8,0.3,1.0,0.414,0.0414,0.8571
weighted_1000_001,EdgeSketch,2,16,0.3,1.0,0.44,0.044,0.911
weighted_1000_001,EdgeSketch,2,32,0.3,1.0,0.458,0.0458,0.9482
weighted_1000_001,EdgeSketch,2,64,0.3,1.0,0.471,0.0471,0.9752
weighted_1000_001,EdgeSketch,2,128,0.3,1.0,0.476,0.0476,0.9855
weighted_1000_001,EdgeSketch,2,256,0.3,1.0,0.477,0.0477,0.9876
weighted_1000_005,EdgeSketch,2,8,0.3,1.0,1.0,0.126,0.4937
weighted_1000_005,EdgeSketch,2,16,0.3,1.0,1.0,0.1706,0.6685
weighted_1000_005,EdgeSketch,2,32,0.3,1.0,1.0,0.202,0.7915
weighted_1000_005,EdgeSketch,2,64,0.3,1.0,1.0,0.2248,0.8809
weighted_1000_005,EdgeSketch,2,128,0.3,1.0,1.0,0.2373,0.9299
weighted_1000_005,EdgeSketch,2,256,0.3,1.0,1.0,0.2458,0.9632
weighted_1000_01,EdgeSketch,2,8,0.3,1.0,1.0,0.1627,0.3233
weighted_1000_01,EdgeSketch,2,16,0.3,1.0,1.0,0.252,0.5008
weighted_1000_01,EdgeSketch,2,32,0.3,1.0,1.0,0.3362,0.6681
weighted_1000_01,EdgeSketch,2,64,0.3,1.0,1.0,0.4006,0.7961
weighted_1000_01,EdgeSketch,2,128,0.3,1.0,1.0,0.4408,0.876
weighted_1000_01,EdgeSketch,2,256,0.3,1.0,1.0,0.4668,0.9277
weighted_2500_0005,EdgeSketch,2,8,0.3,1.0,1.0,0.1255,0.8123
weighted_2500_0005,EdgeSketch,2,16,0.3,1.0,1.0,0.137,0.8867
weighted_2500_0005,EdgeSketch,2,32,0.3,1.0,1.0,0.1451,0.9392
weighted_2500_0005,EdgeSketch,2,64,0.3,1.0,1.0,0.1493,0.9663
weighted_2500_0005,EdgeSketch,2,128,0.3,1.0,1.0,0.152,0.9838
weighted_2500_0005,EdgeSketch,2,256,0.3,1.0,1.0,0.1533,0.9922
weighted_2500_001,EdgeSketch,2,8,0.3,1.0,1.0,0.2092,0.6788
weighted_2500_001,EdgeSketch,2,16,0.3,1.0,1.0,0.2497,0.8102
weighted_2500_001,EdgeSketch,2,32,0.3,1.0,1.0,0.2726,0.8845
weighted_2500_001,EdgeSketch,2,64,0.3,1.0,1.0,0.2872,0.9319
weighted_2500_001,EdgeSketch,2,128,0.3,1.0,1.0,0.2968,0.963
weighted_2500_001,EdgeSketch,2,256,0.3,1.0,1.0,0.3031,0.9835
weighted_2500_005,EdgeSketch,2,8,0.3,1.0,1.0,0.4174,0.2654
weighted_2500_005,EdgeSketch,2,16,0.3,1.0,1.0,0.6957,0.4411
weighted_2500_005,EdgeSketch,2,32,0.3,1.0,1.0,0.9741,0.617
weighted_2500_005,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.7603
weighted_2500_005,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.8552
weighted_2500_005,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.915
weighted_2500_01,EdgeSketch,2,8,0.3,1.0,1.0,0.4583,0.1534
weighted_2500_01,EdgeSketch,2,16,0.3,1.0,1.0,0.8363,0.2742
weighted_2500_01,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.4473
weighted_2500_01,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.6207
weighted_2500_01,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.7641
weighted_2500_01,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.8562
weighted_5000_0005,EdgeSketch,2,8,0.3,1.0,1.0,0.4246,0.6832
weighted_5000_0005,EdgeSketch,2,16,0.3,1.0,1.0,0.5017,0.8072
weighted_5000_0005,EdgeSketch,2,32,0.3,1.0,1.0,0.5539,0.8912
weighted_5000_0005,EdgeSketch,2,64,0.3,1.0,1.0,0.5852,0.9416
weighted_5000_0005,EdgeSketch,2,128,0.3,1.0,1.0,0.6022,0.9689
weighted_5000_0005,EdgeSketch,2,256,0.3,1.0,1.0,0.6112,0.9834
weighted_5000_001,EdgeSketch,2,8,0.3,1.0,1.0,0.6199,0.5002
weighted_5000_001,EdgeSketch,2,16,0.3,1.0,1.0,0.8363,0.6748
weighted_5000_001,EdgeSketch,2,32,0.3,1.0,1.0,0.9868,0.7961
weighted_5000_001,EdgeSketch,2,64,0.3,1.0,1.0,1.0,0.8743
weighted_5000_001,EdgeSketch,2,128,0.3,1.0,1.0,1.0,0.9253
weighted_5000_001,EdgeSketch,2,256,0.3,1.0,1.0,1.0,0.9585
weighted_5000_005,EdgeSketch,2,8,0.3,1.0,1.0,0.9162,0.1498
weighted_5000_005,EdgeSketch,2,16,0.3,1.0,1.0,1.0,0.2707
weighted_5000_005,EdgeSketch,2,32,0.3,1.0,1.0,1.0,0.4419
